7896727918963;COD_LST;COD_NBS;ID_ESTOQUE;DESCRICAO;UNI_MEDIDA;PRC_CUSTO;PRC_VENDA;UTL_VENDA;MARGEM_LB;POR_COMISSAO;ULT_FORNEC;NOME;ID_TIPOITEM;TIPO_ITEM;ADICIONAL1;ADICIONAL2;ID_INDEXADOR;INDEXADOR;ID_GRUPO;GRUPO;DESC_CMPL;COD_BARRA;REFERENCIA;PRC_MEDIO;QTD_ATUAL;QTD_MINIM;QTD_INICIO;ULT_COMPRA;PESO;IPI;CF;CST;CST_IPI;CST_PIS;CST_COFINS;PIS;COFINS;IAT;IPPT;COD_NCM;CSOSN;MVA;ID_NIVEL1;NIVEL1;ID_NIVEL2;NIVEL2;TAXA_ICMS;GRADE_SERIE;ISS_ALIQ;ANP;FCI;PRC_ATACADO;CFOP_NF;CFOP_CF;COD_CEST;CENQ;OBSERVACAO
777;;;777;GEL PARA  ALONGAMENTO DeZ;UN;7,548;39,9;29/05/2021;;;31;CH ACESSORIOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;;7,55;0;0;0;05/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 660/1
778;;;778;KIT ADESIVOS CAIXINHA BORBOLETA;UN;5;29,9;25/08/2021;;;31;CH ACESSORIOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;;5;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39264000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 660/1
779;;;779;STRASS FAN NAILS / DeZ;UN;9,08;19,99;09/06/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;2109334;7,71;8;0;0;20/05/2022;0;;;41;53;99;99;;;A;T;39264000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 660/1
709;;;709;GLITTER MADRE PEROLA;UN;1,125;5;29/03/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;FJ26004;0,89;0;0;0;20/05/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2800600;999;"
Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1"
710;;;710;ESMALTE WHITE SHINE;UN;4;25;06/07/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;4;0;0;0;05/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
711;;;711;GLITTER AVULSO 2,50;CX;1,125;2,5;05/08/2021;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;;;23;;FJ26272;0,83;0;1;0;01/06/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
712;;;712;GLITTER AVULSOS  2,50;PC;0,4167;2,5;17/08/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;0,42;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;96019000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
713;;;713;PCT TORRE;UN;4,5;22,9;30/11/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;4,5;6;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
714;;;714;KIT DE PINCEL;UN;0,6667;9,9;20/04/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;0,67;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
715;;;715;PINCEL PARA UNHA DIVERSOS;UN;3,25;9,99;16/08/2023;;;39;BLU COSMETICOS LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;21936586;3,25;0;0;0;25/01/2023;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;0;5102;5102;2005900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
716;;;716;KIT PINCEL;UN;3,6;9,9;25/06/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;3,6;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;96033000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
717;;;717;LIXA AVULSA 100/180;UN;0,7167;4;12/06/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;0,72;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
718;;;718;FOIL UNIDADES;UN;1,65;3;15/05/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;1,65;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
719;;;719;UNHAS POSTICA DE PLASTICO PACOTE COM 100 PECAS.;UN;1;19,9;;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;1;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
720;;;720;ALGODAO PRENSADO;UN;9;25;23/01/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;FE2706 FE2707;6,85;0;0;0;01/02/2022;0;;;41;53;99;99;;;A;T;30051090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
721;;;721;GLITTER PARA UNHAS;UN;1,395;8;12/11/2022;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,15;0;0;0;19/07/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2800600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
722;;;722;TESOURA BEET;UN;3,33;14,5;03/04/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;63;PELE;;;;3,33;3;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;85102000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
723;;;723;CORTADOR TIPS;UN;1,6;15;22/12/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,6;3;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;84672991;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
724;;;724;KIT BROCA;UN;1,6;15;12/03/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,6;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;82075011;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
725;;;725;FIBRA 50 UNI;UN;2,3;25;07/01/2023;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;xed;2,3;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39079911;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
726;;;726;REMOVEDOR ESM GEL;UN;7,3;7,31;13/02/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;7,3;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;27101919;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
727;;;727;PREP DeZ 120ML;UN;2,3;15;18/12/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;7899637218024;2,3;6;0;0;05/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2800600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
728;;;728;PREP 200 D Z;UN;3;29;10/09/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;3;16;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;90069900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
729;;;729;PINCEL ROSE GOLD;UN;0,56;9,9;09/11/2021;;;43;CW COMERCIO LTDA;0;Mercadoria para revenda;;;;;;;;;;0,56;0;0;0;09/09/2021;0;;;41;53;99;99;;;A;T;96033000;102;0;;;;;;N;;;;;5102;5102;2802800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
730;;;730;PINCEL AVULSO FININHO REF 8787;UN;1;6,9;06/06/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;8787;1;1;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
731;;;731;BOLEADOR PARA UNHAS REF 101;UN;1,6667;8,9;09/05/2023;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;101;1,67;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;96033000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
732;;;732;PINCEL DIVERSOS REF 0404;UN;2,6667;12,9;03/03/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;404;1,85;0;0;0;03/12/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2806400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
733;;;733;CARTELA DE GLITTER;UN;0,1667;4;29/03/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;0,17;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;33042090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
734;;;734;FIBER GEL;UN;6,3;35;20/08/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;Hellen Collor;6,3;5;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;85437099;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
735;;;735;MONOMER HONEY GIRL 50ml;UN;9;49;24/06/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;7898604565048;9;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39079911;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
736;;;736;PRESILHA METAL P 6 UN;UN;2,1875;12;08/05/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;FJ10047P CX;1,95;0;0;0;21/06/2022;0;;;41;53;99;99;;;A;T;73170020;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
737;;;737;PRESILHA METAL M 6un;UN;3,25;14;07/08/2023;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;66502;1,69;0;0;0;21/06/2022;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
738;;;738;MOLDE DE PAPEL ROSA 500un;UN;2;59,9;29/11/2023;;;43;CW COMERCIO LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;2486;2;6;0;0;09/09/2021;0;;;41;53;99;99;;;A;T;39199090;102;0;;;;;;N;;;;;5102;5102;1000900;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
739;;;739;OLEO DE CUTICULA VOLIA PARFUM 10 ML;UN;10,8;24,9;16/01/2023;;;14;Volia Comercio de Cosmeticos Ltda;0;Mercadoria para revenda;;;;;;;;7898964247448;PA048;10,8;0;0;0;04/08/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
740;;;740;ADESIVO DeZ;UN;1;8,9;20/04/2023;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;7758258039534;1;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39199090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
741;;;741;ADESIVO DE UNHA;UN;1,3;5,99;07/12/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;9895;1,3;15;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;35069120;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
742;;;742;GEL LIRIO BASE;UN;8,3;29,9;09/09/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;8,3;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;35069900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
743;;;743;TOP COAT BELTRAT SELANTE 10 ML;UN;23,9;44,9;02/03/2023;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;64;UNHA;;7898444728139;21;23,7;9;0;0;28/02/2023;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
744;;;744;ESMALTE  ICE CREAM;UN;0,085;25;10/11/2021;;;7;DANILO ROLIM DA SILVA & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,99;18;0;0;18/08/2021;0;;;41;53;99;99;;;A;T;52010020;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
745;;;745;CABINE 2 EM 1 FAN NAILS;UN;81;250;14/04/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;Fusquinha;81;3;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
746;;;746;ESMALTE EM GEL DeZ 15ml;UN;3;18,9;16/08/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;Gordinho;3;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;35069900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
747;;;747;TIPS C/ 100UN;UN;1,6;19,9;26/05/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;1,6;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;1012100;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
748;;;748;TIPS C/500;UN;5;39,9;09/06/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;7758258079431;;5;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
749;;;749;POLY GEL;UN;8;44,9;13/09/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;8;13;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39059990;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
750;;;750;TIPS C/100 LONGA;UN;1,6;25;26/09/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;1,6;9;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
751;;;751;LUMINARIA DE MESA;UN;21,6;109,9;10/04/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;21,6;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;94051099;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
752;;;752;MOSTRUARIO DE ESMALTE;UN;2;5;12/02/2022;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;2;0;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;35069900;102;0;;;;;;N;;;;;5102;5102;;999;"
Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1"
753;;;753;ESMALTE EM GEL DeZ 7,5ml;UN;1,56;13,9;25/08/2023;;;95;HQZ Diamond Nails Comercio de Produtos de Higiene Pessoal Lt;0;Mercadoria para revenda;;;;;64;UNHA;;;7758258032498;1,29;0;0;0;22/02/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;?
754;;;754;FIBRA 100UNI;UN;0,5;9,9;08/02/2023;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;7758258051604;;0,5;7;0;0;05/02/2021;0;;;41;53;99;99;;;A;T;39079911;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
755;;;755;FIBRA 1M;UN;2,3;4,5;12/08/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;7758258051581;;2,3;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;35069900;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
756;;;756;LIXA PARA UNHAS DE GEL PACOTE COM 100 CA;UN;4;18,9;15/03/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;64;UNHA;;;;4;17;0;0;05/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2800600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
757;;;757;LIXA AVULSA OPI;PC;0,275;4;19/08/2021;;;30;S&D LAR DE SONHO LTDA-ME;0;Mercadoria para revenda;;;;;;;;;;0,28;0;1;0;05/02/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 2197/1
758;;;758;ESMALTE COLORAMA CHIC PELE;PT;3,9433;7,99;30/08/2023;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7899026413764;LO413764;3,81;5;0;0;30/11/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
759;;;759;ESMALTE COLORAMA CREMOSO ROSA  ANTIGO;PT;3,1467;7,99;09/04/2022;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7899026413665;;3,36;9;0;0;06/03/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
760;;;760;ESMALTE COLORAMA EXTRA BRILHO;PT;3,89;7,99;01/07/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7899026401808;9969;3,99;6;0;0;18/03/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
761;;;761;ESMALTE IMPALA BASE FORTALECEDORA;PT;2,7067;5,9;24/02/2022;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7896111921722;62059;2,6;9;0;0;19/02/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
762;;;762;ESMALTE IMPALA COFFEE;PT;2,775;5,9;06/06/2023;;;54;MUNDIAL DISTRIBUIDORA DE PRODUTOS DE CONSUMO LTDA;0;Mercadoria para revenda;;;;;64;UNHA;TRADICIONAL;7896111901816;1002801;2,7;6;0;0;11/11/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
763;;;763;ESMALTE IMPALA ESPELHO 627;PT;2,34;5,9;27/10/2022;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7896111943830;;2,34;0;0;0;09/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
764;;;764;ESMALTE IMPALA LEME;PT;2,34;5,9;06/09/2023;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;TRADICIONAL;7896111930748;;2,34;1;0;0;09/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
765;;;765;ESMALTE IMPALA MARIA CEREJA 711;PT;2,775;5,9;27/02/2023;;;54;MUNDIAL DISTRIBUIDORA DE PRODUTOS DE CONSUMO LTDA;0;Mercadoria para revenda;;;;;64;UNHA;TRADICIONAL;7896111947777;1002711;2,67;0;0;0;11/11/2022;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
766;;;766;ESMALTE IMPALA TOMATE;PT;3,4567;5,9;10/08/2023;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;TRADICIONAL;7896111927038;1002427;3,08;9;0;0;17/01/2023;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
767;;;767;ESMALTE IMPALA ZAZ;PT;17,46;5,9;23/02/2022;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;;;TRADICIONAL;7896111907580;60210;6,12;0;0;0;22/05/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
768;;;768;ESMALTE IMPALA BASE CASCO DE CAVALO;PT;4,0733;5,9;24/08/2023;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7896111970928;1009349;3,91;0;0;0;17/01/2023;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;0;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
769;;;769;ESMALTE IMPALA NOW UNITED UNIDOS PELA MUSICA;PT;2,705;5,9;12/12/2021;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;64;UNHA;;7896111990612;;2,71;5;0;0;09/02/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;2001200;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
770;;;770;DESODORANTE GIOVANNA BABY BLUE 150ml;PT;8,7233;16,9;06/10/2023;;;21;ARCOM S/A;0;Mercadoria para revenda;;;;;63;PELE;;7896044936916;6130;8,41;1;0;0;19/02/2022;0;0;;41;53;6;6;0;0;A;T;33072010;102;0;;;;;;N;;;;;5102;5102;2002800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 936167/0
